Pavarde             Vardas              Nd1      Nd2      Nd3      Nd4      Nd5      Nd6      Nd7      Egz      
Pavarde63205        Vardas63205         6        9        3        7        10       2        9        5        
Pavarde63206        Vardas63206         7        4        1        10       9        4        9        4        
Pavarde63207        Vardas63207         9        8        6        8        2        8        2        7        
Pavarde63208        Vardas63208         10       4        2        1        7        4        5        10       
Pavarde63209        Vardas63209         3        3        5        10       4        10       6        3        
Pavarde63210        Vardas63210         7        1        2        7        6        4        1        1        
Pavarde63211        Vardas63211         5        1        8        6        6        6        5        3        
Pavarde63212        Vardas63212         9        8        4        7        9        7        10       5        
Pavarde63213        Vardas63213         5        7        1        4        4        7        10       4        
Pavarde63214        Vardas63214         10       5        4        3        7        7        9        2        
Pavarde63215        Vardas63215         9        6        5        4        9        3        4        8        
Pavarde63216        Vardas63216         3        6        4        1        8        1        8        4        
Pavarde63217        Vardas63217         6        3        9        8        4        6        3        3        
Pavarde63218        Vardas63218         10       7        2        1        9        7        4        4        
Pavarde63219        Vardas63219         4        8        6        6        8        2        5        3        
Pavarde63220        Vardas63220         10       9        7        2        9        5        2        6        
Pavarde63221        Vardas63221         7        4        5        1        2        8        2        2        
Pavarde63222        Vardas63222         2        5        10       9        3        3        4        5        
Pavarde63223        Vardas63223         2        9        9        10       8        4        2        3        
Pavarde63224        Vardas63224         1        4        5        10       9        7        7        4        
Pavarde63225        Vardas63225         10       4        2        6        5        10       7        5        
Pavarde63226        Vardas63226         7        10       10       9        3        10       10       7        
Pavarde63227        Vardas63227         7        10       2        7        7        6        3        2        
Pavarde63228        Vardas63228         4        8        4        9        7        5        9        9        
Pavarde63229        Vardas63229         6        7        8        4        8        2        5        6        
Pavarde63230        Vardas63230         6        5        2        9        10       10       9        6        
Pavarde63231        Vardas63231         9        7        10       10       8        7        7        1        
Pavarde63232        Vardas63232         2        7        7        4        6        1        6        4        
Pavarde63233        Vardas63233         4        5        6        2        2        7        9        1        
Pavarde63234        Vardas63234         7        3        7        5        4        4        3        7        
Pavarde63235        Vardas63235         9        6        5        4        5        10       8        3        
Pavarde63236        Vardas63236         4        5        7        1        1        2        6        5        
Pavarde63237        Vardas63237         5        6        9        4        7        1        3        10       
Pavarde63238        Vardas63238         5        9        8        10       3        10       9        9        
Pavarde63239        Vardas63239         9        3        7        3        4        9        9        7        
Pavarde63240        Vardas63240         10       3        3        1        8        10       4        7        
Pavarde63241        Vardas63241         8        10       5        10       3        10       5        1        
Pavarde63242        Vardas63242         7        10       3        8        9        10       9        2        
Pavarde63243        Vardas63243         6        9        9        10       1        10       7        1        
Pavarde63244        Vardas63244         6        9        4        9        7        5        7        1        
Pavarde63245        Vardas63245         2        8        7        1        3        3        5        4        
Pavarde63246        Vardas63246         3        4        4        8        6        4        7        2        
Pavarde63247        Vardas63247         3        7        3        10       9        3        7        10       
Pavarde63248        Vardas63248         2        3        3        6        3        1        10       5        
Pavarde63249        Vardas63249         9        7        7        8        6        6        8        3        
Pavarde63250        Vardas63250         5        1        1        6        8        7        7        7        
Pavarde63251        Vardas63251         1        4        8        4        9        5        7        5        
Pavarde63252        Vardas63252         1        1        6        9        1        8        8        3        
Pavarde63253        Vardas63253         7        10       10       4        9        10       3        1        
Pavarde63254        Vardas63254         9        9        3        5        8        3        2        10       
Pavarde63255        Vardas63255         2        2        8        4        5        4        1        7        
Pavarde63256        Vardas63256         5        6        3        10       8        7        6        7        
Pavarde63257        Vardas63257         10       4        1        3        2        2        2        10       
Pavarde63258        Vardas63258         3        10       1        4        9        2        4        8        
Pavarde63259        Vardas63259         5        6        10       9        10       5        5        8        
Pavarde63260        Vardas63260         1        10       9        6        10       7        1        1        
Pavarde63261        Vardas63261         7        7        1        4        2        8        1        5        
Pavarde63262        Vardas63262         8        8        9        9        9        6        5        9        
Pavarde63263        Vardas63263         5        9        7        2        10       10       3        4        
Pavarde63264        Vardas63264         5        8        4        6        10       3        1        1        
Pavarde63265        Vardas63265         3        8        10       1        10       8        7        1        
Pavarde63266        Vardas63266         10       5        3        2        4        10       5        6        
Pavarde63267        Vardas63267         3        7        6        2        8        5        5        10       
Pavarde63268        Vardas63268         6        10       3        2        10       2        1        6        
Pavarde63269        Vardas63269         10       4        8        4        9        1        4        6        
Pavarde63270        Vardas63270         5        6        5        2        9        7        10       4        
Pavarde63271        Vardas63271         5        8        4        2        7        10       8        10       
Pavarde63272        Vardas63272         2        9        10       9        1        4        10       2        
Pavarde63273        Vardas63273         9        4        2        10       9        7        5        8        
Pavarde63274        Vardas63274         3        7        10       4        5        6        6        4        
Pavarde63275        Vardas63275         1        5        4        7        1        7        8        4        
Pavarde63276        Vardas63276         7        1        5        3        9        2        10       7        
Pavarde63277        Vardas63277         6        4        9        2        6        9        8        1        
Pavarde63278        Vardas63278         6        6        3        4        2        9        8        1        
Pavarde63279        Vardas63279         7        4        1        1        9        8        4        7        
Pavarde63280        Vardas63280         2        8        7        9        4        4        5        4        
Pavarde63281        Vardas63281         3        1        1        7        8        5        5        9        
Pavarde63282        Vardas63282         6        9        4        3        2        9        8        6        
Pavarde63283        Vardas63283         8        9        1        3        8        1        5        7        
Pavarde63284        Vardas63284         9        9        10       10       9        10       6        3        
Pavarde63285        Vardas63285         4        9        9        4        1        8        10       2        
Pavarde63286        Vardas63286         8        10       5        4        2        9        7        2        
Pavarde63287        Vardas63287         9        7        3        8        7        5        3        6        
Pavarde63288        Vardas63288         7        4        7        3        10       9        3        10       
Pavarde63289        Vardas63289         10       1        3        5        7        1        6        4        
Pavarde63290        Vardas63290         10       10       6        4        6        9        10       9        
Pavarde63291        Vardas63291         4        10       10       2        2        7        10       2        
Pavarde63292        Vardas63292         10       7        1        7        7        6        5        10       
Pavarde63293        Vardas63293         8        7        1        8        3        5        9        5        
Pavarde63294        Vardas63294         6        4        10       9        7        7        4        4        
Pavarde63295        Vardas63295         1        4        3        2        9        2        10       5        
Pavarde63296        Vardas63296         3        8        5        10       9        9        10       4        
Pavarde63297        Vardas63297         1        1        2        7        4        1        4        6        
Pavarde63298        Vardas63298         1        4        9        6        3        2        3        2        
Pavarde63299        Vardas63299         10       6        7        7        4        6        2        1        
Pavarde63300        Vardas63300         2        2        10       6        4        9        2        1        
Pavarde63301        Vardas63301         1        7        3        2        3        4        5        5        
Pavarde63302        Vardas63302         6        1        8        6        1        8        6        5        
Pavarde63303        Vardas63303         5        5        3        9        2        9        5        5        
Pavarde63304        Vardas63304         1        4        6        5        2        3        7        7        
Pavarde63305        Vardas63305         2        6        1        3        4        5        5        5        
Pavarde63306        Vardas63306         7        4        6        7        2        10       1        1        
Pavarde63307        Vardas63307         5        9        9        10       1        3        8        3        
Pavarde63308        Vardas63308         3        5        2        5        4        2        4        2        
Pavarde63309        Vardas63309         9        8        1        5        7        4        2        10       
Pavarde63310        Vardas63310         3        10       3        3        3        5        1        1        
Pavarde63311        Vardas63311         2        4        1        9        3        2        1        6        
Pavarde63312        Vardas63312         6        7        2        1        3        8        9        6        
Pavarde63313        Vardas63313         7        5        7        1        6        6        2        8        
Pavarde63314        Vardas63314         7        2        1        5        3        5        2        7        
Pavarde63315        Vardas63315         2        3        9        9        1        8        7        5        
Pavarde63316        Vardas63316         4        4        4        4        10       10       2        3        
Pavarde63317        Vardas63317         7        3        3        7        5        9        8        3        
Pavarde63318        Vardas63318         2        2        9        8        10       1        7        6        
Pavarde63319        Vardas63319         9        10       6        6        8        5        6        9        
Pavarde63320        Vardas63320         5        3        6        10       1        5        7        10       
Pavarde63321        Vardas63321         4        5        5        1        6        7        9        3        
Pavarde63322        Vardas63322         5        10       6        6        3        8        5        3        
Pavarde63323        Vardas63323         9        8        2        9        3        3        2        9        
Pavarde63324        Vardas63324         5        1        8        7        9        4        6        4        
Pavarde63325        Vardas63325         3        8        10       3        4        5        8        7        
Pavarde63326        Vardas63326         7        4        6        8        8        8        3        3        
Pavarde63327        Vardas63327         8        9        1        10       3        10       1        6        
Pavarde63328        Vardas63328         9        6        5        9        5        8        5        8        
Pavarde63329        Vardas63329         3        7        8        7        9        1        7        8        
Pavarde63330        Vardas63330         9        10       10       5        7        1        5        4        
Pavarde63331        Vardas63331         3        2        3        4        10       9        3        8        
Pavarde63332        Vardas63332         9        1        1        6        10       3        2        8        
Pavarde63333        Vardas63333         7        6        6        6        10       9        5        1        
Pavarde63334        Vardas63334         5        1        7        7        4        6        2        8        
Pavarde63335        Vardas63335         9        7        2        3        8        6        8        6        
Pavarde63336        Vardas63336         8        6        2        8        4        10       6        5        
Pavarde63337        Vardas63337         9        10       7        4        8        9        9        7        
Pavarde63338        Vardas63338         9        5        4        10       2        8        9        1        
Pavarde63339        Vardas63339         2        7        2        4        7        8        3        3        
Pavarde63340        Vardas63340         9        9        1        2        2        10       4        9        
Pavarde63341        Vardas63341         9        8        5        9        5        1        4        10       
Pavarde63342        Vardas63342         1        9        10       3        8        3        7        2        
Pavarde63343        Vardas63343         2        1        6        5        7        3        2        10       
Pavarde63344        Vardas63344         4        4        8        1        3        4        4        7        
Pavarde63345        Vardas63345         5        2        9        3        1        7        7        6        
Pavarde63346        Vardas63346         4        6        9        4        4        10       7        7        
Pavarde63347        Vardas63347         8        9        10       10       9        9        3        6        
Pavarde63348        Vardas63348         4        4        2        5        5        10       10       3        
Pavarde63349        Vardas63349         9        6        9        8        5        4        9        2        
Pavarde63350        Vardas63350         9        4        8        5        3        6        3        9        
Pavarde63351        Vardas63351         10       5        5        10       9        9        3        7        
Pavarde63352        Vardas63352         7        4        9        4        2        8        8        3        
Pavarde63353        Vardas63353         10       3        6        5        3        10       6        2        
Pavarde63354        Vardas63354         8        4        10       9        4        3        2        4        
Pavarde63355        Vardas63355         4        4        2        9        9        2        2        3        
Pavarde63356        Vardas63356         5        1        2        4        4        8        10       6        
Pavarde63357        Vardas63357         3        10       6        3        2        4        8        3        
Pavarde63358        Vardas63358         6        6        2        2        5        6        6        9        
Pavarde63359        Vardas63359         9        8        3        3        8        7        9        4        
Pavarde63360        Vardas63360         10       5        8        3        4        4        7        10       
Pavarde63361        Vardas63361         8        1        5        6        2        5        4        2        
Pavarde63362        Vardas63362         9        3        4        7        4        7        9        1        
Pavarde63363        Vardas63363         4        7        4        1        3        8        7        8        
Pavarde63364        Vardas63364         3        3        2        9        10       4        4        1        
Pavarde63365        Vardas63365         1        10       3        1        9        5        3        9        
Pavarde63366        Vardas63366         10       3        7        4        7        1        2        6        
Pavarde63367        Vardas63367         7        5        9        9        4        2        7        9        
Pavarde63368        Vardas63368         1        3        9        7        10       3        6        2        
Pavarde63369        Vardas63369         5        9        3        2        7        3        3        4        
Pavarde63370        Vardas63370         2        5        1        10       3        7        8        1        
Pavarde63371        Vardas63371         2        9        6        8        7        5        5        10       
Pavarde63372        Vardas63372         4        7        3        9        8        2        9        10       
Pavarde63373        Vardas63373         9        7        3        3        6        4        6        9        
Pavarde63374        Vardas63374         10       6        9        2        10       4        3        8        
Pavarde63375        Vardas63375         9        5        6        1        1        4        2        5        
Pavarde63376        Vardas63376         5        8        5        7        5        6        1        5        
Pavarde63377        Vardas63377         5        8        5        6        1        8        6        9        
Pavarde63378        Vardas63378         7        3        10       3        6        8        7        4        
Pavarde63379        Vardas63379         4        6        1        4        10       10       9        3        
Pavarde63380        Vardas63380         8        7        8        10       9        6        8        6        
Pavarde63381        Vardas63381         3        9        2        5        1        7        8        1        
Pavarde63382        Vardas63382         1        1        8        3        6        1        9        3        
Pavarde63383        Vardas63383         5        10       4        4        7        4        6        10       
Pavarde63384        Vardas63384         7        8        7        8        7        8        1        2        
Pavarde63385        Vardas63385         7        7        8        7        2        6        7        2        
Pavarde63386        Vardas63386         9        7        5        10       5        4        8        3        
Pavarde63387        Vardas63387         1        4        3        8        9        7        3        10       
Pavarde63388        Vardas63388         1        5        10       8        8        2        5        3        
Pavarde63389        Vardas63389         7        7        6        3        6        10       9        9        
Pavarde63390        Vardas63390         3        6        7        9        4        10       9        5        
Pavarde63391        Vardas63391         10       2        3        2        3        3        8        6        
Pavarde63392        Vardas63392         9        10       5        10       10       3        8        5        
Pavarde63393        Vardas63393         6        8        6        3        10       5        6        5        
Pavarde63394        Vardas63394         1        4        7        6        4        10       4        3        
Pavarde63395        Vardas63395         1        4        6        3        9        2        6        2        
Pavarde63396        Vardas63396         7        6        10       5        8        6        6        9        
Pavarde63397        Vardas63397         1        6        4        2        5        5        9        7        
Pavarde63398        Vardas63398         6        10       8        1        10       1        3        9        
Pavarde63399        Vardas63399         6        1        10       5        2        5        3        3        
Pavarde63400        Vardas63400         7        9        6        7        2        3        10       2        
Pavarde63401        Vardas63401         5        6        9        10       8        9        3        2        
Pavarde63402        Vardas63402         8        8        3        8        2        7        7        9        
Pavarde63403        Vardas63403         6        1        4        7        7        8        10       3        
Pavarde63404        Vardas63404         1        4        9        9        2        7        7        3        
Pavarde63405        Vardas63405         9        9        5        10       3        1        8        4        
Pavarde63406        Vardas63406         2        5        1        2        10       3        7        9        
Pavarde63407        Vardas63407         7        4        6        7        4        4        7        8        
Pavarde63408        Vardas63408         5        1        8        4        6        9        7        4        
Pavarde63409        Vardas63409         8        9        4        9        10       10       3        8        
Pavarde63410        Vardas63410         8        4        7        6        8        1        8        8        
Pavarde63411        Vardas63411         3        6        1        8        3        3        5        5        
Pavarde63412        Vardas63412         4        10       5        2        4        8        9        1        
Pavarde63413        Vardas63413         8        6        3        5        8        9        5        7        
Pavarde63414        Vardas63414         8        5        9        9        2        5        8        9        
Pavarde63415        Vardas63415         7        8        2        2        8        5        5        3        
Pavarde63416        Vardas63416         4        2        9        5        10       5        8        1        
Pavarde63417        Vardas63417         4        7        9        6        4        7        4        10       
Pavarde63418        Vardas63418         5        3        8        6        6        9        8        4        
Pavarde63419        Vardas63419         1        9        5        1        3        5        9        6        
Pavarde63420        Vardas63420         5        5        1        8        10       5        9        10       
Pavarde63421        Vardas63421         9        1        10       9        10       1        8        8        
Pavarde63422        Vardas63422         2        2        9        4        5        2        8        2        
Pavarde63423        Vardas63423         9        10       7        10       1        8        1        4        
Pavarde63424        Vardas63424         4        5        2        7        1        7        5        5        
Pavarde63425        Vardas63425         10       2        4        7        5        7        8        4        
Pavarde63426        Vardas63426         1        2        3        4        6        6        7        4        
Pavarde63427        Vardas63427         2        9        3        6        2        1        9        9        
Pavarde63428        Vardas63428         10       10       2        6        2        5        9        2        
Pavarde63429        Vardas63429         4        4        3        10       2        1        2        4        
Pavarde63430        Vardas63430         10       9        8        1        8        3        8        10       
Pavarde63431        Vardas63431         8        1        4        7        8        1        2        10       
Pavarde63432        Vardas63432         8        3        5        3        4        1        1        9        
Pavarde63433        Vardas63433         8        6        3        7        1        6        4        7        
Pavarde63434        Vardas63434         4        7        8        10       2        6        5        6        
Pavarde63435        Vardas63435         9        10       4        4        2        1        7        10       
Pavarde63436        Vardas63436         4        6        2        6        10       1        3        1        
Pavarde63437        Vardas63437         7        3        9        1        4        8        9        7        
Pavarde63438        Vardas63438         5        2        6        2        7        7        6        1        
Pavarde63439        Vardas63439         3        1        3        6        7        7        8        3        
Pavarde63440        Vardas63440         2        7        2        7        5        9        7        3        
Pavarde63441        Vardas63441         10       6        5        10       10       2        2        5        
Pavarde63442        Vardas63442         9        7        1        1        6        4        1        1        
Pavarde63443        Vardas63443         6        6        9        9        2        2        7        10       
Pavarde63444        Vardas63444         7        8        10       8        5        1        8        6        
Pavarde63445        Vardas63445         9        10       3        2        5        2        2        3        
Pavarde63446        Vardas63446         7        1        8        4        7        6        4        10       
Pavarde63447        Vardas63447         5        2        3        2        7        9        3        4        
Pavarde63448        Vardas63448         3        6        8        4        1        4        6        3        
Pavarde63449        Vardas63449         9        1        8        7        1        5        7        1        
Pavarde63450        Vardas63450         10       9        8        8        7        6        1        8        
Pavarde63451        Vardas63451         10       10       8        8        1        5        9        8        
Pavarde63452        Vardas63452         4        2        1        8        1        8        5        2        
Pavarde63453        Vardas63453         9        3        3        9        10       5        3        5        
Pavarde63454        Vardas63454         7        1        10       1        7        1        1        3        
Pavarde63455        Vardas63455         2        10       6        10       6        7        2        10       
Pavarde63456        Vardas63456         10       3        4        9        3        3        6        5        
Pavarde63457        Vardas63457         9        6        8        7        6        9        7        4        
Pavarde63458        Vardas63458         3        1        6        1        8        8        8        3        
Pavarde63459        Vardas63459         1        9        2        4        4        10       2        1        
Pavarde63460        Vardas63460         2        6        2        8        3        3        9        8        
Pavarde63461        Vardas63461         10       7        5        5        5        4        8        3        
Pavarde63462        Vardas63462         9        9        1        5        1        9        5        10       
Pavarde63463        Vardas63463         1        2        7        10       1        10       3        8        
Pavarde63464        Vardas63464         8        3        10       5        3        1        4        1        
Pavarde63465        Vardas63465         1        10       1        8        8        7        1        8        
Pavarde63466        Vardas63466         1        6        1        3        9        7        1        9        
Pavarde63467        Vardas63467         7        4        9        7        2        1        4        10       
Pavarde63468        Vardas63468         8        7        1        5        10       1        5        10       
Pavarde63469        Vardas63469         2        1        5        3        8        3        2        6        
Pavarde63470        Vardas63470         10       5        4        4        4        3        8        3        
Pavarde63471        Vardas63471         1        5        4        1        9        3        7        8        
Pavarde63472        Vardas63472         6        10       5        8        8        4        7        6        
Pavarde63473        Vardas63473         3        3        8        8        5        2        3        4        
Pavarde63474        Vardas63474         1        7        2        7        4        3        5        8        
Pavarde63475        Vardas63475         4        10       2        3        8        1        6        3        
Pavarde63476        Vardas63476         2        6        2        8        3        4        6        4        
Pavarde63477        Vardas63477         5        9        2        6        5        2        1        10       
Pavarde63478        Vardas63478         4        5        8        9        4        2        8        7        
Pavarde63479        Vardas63479         10       3        9        6        10       6        4        4        
Pavarde63480        Vardas63480         7        8        10       9        9        3        6        1        
Pavarde63481        Vardas63481         2        1        3        6        5        7        2        9        
Pavarde63482        Vardas63482         5        5        6        10       4        3        3        8        
Pavarde63483        Vardas63483         5        3        1        2        1        2        6        6        
Pavarde63484        Vardas63484         9        5        5        6        6        8        8        8        
Pavarde63485        Vardas63485         1        2        2        6        8        9        8        4        
Pavarde63486        Vardas63486         3        8        9        2        10       4        7        5        
Pavarde63487        Vardas63487         7        2        6        10       10       10       4        2        
Pavarde63488        Vardas63488         3        5        8        9        8        10       9        3        
Pavarde63489        Vardas63489         1        9        2        10       6        1        8        2        
Pavarde63490        Vardas63490         1        2        1        5        6        6        3        9        
Pavarde63491        Vardas63491         10       3        1        7        4        2        3        10       
Pavarde63492        Vardas63492         3        6        9        4        3        6        9        3        
Pavarde63493        Vardas63493         9        10       1        8        2        6        3        4        
Pavarde63494        Vardas63494         3        8        3        3        8        1        7        9        
Pavarde63495        Vardas63495         4        7        5        5        9        1        3        2        
Pavarde63496        Vardas63496         2        2        7        3        3        8        10       8        
Pavarde63497        Vardas63497         10       2        6        10       6        6        5        6        
Pavarde63498        Vardas63498         8        9        10       3        4        6        2        4        
Pavarde63499        Vardas63499         8        3        9        5        3        3        5        3        
Pavarde63500        Vardas63500         3        6        10       8        7        10       3        10       
Pavarde63501        Vardas63501         9        5        8        10       8        3        1        7        
Pavarde63502        Vardas63502         9        8        7        10       9        2        4        8        
Pavarde63503        Vardas63503         8        5        3        1        4        1        4        7        
Pavarde63504        Vardas63504         3        8        6        9        6        6        7        8        
Pavarde63505        Vardas63505         7        6        6        7        1        7        3        6        
Pavarde63506        Vardas63506         6        3        5        8        3        10       9        3        
Pavarde63507        Vardas63507         6        5        8        5        5        3        9        5        
Pavarde63508        Vardas63508         10       6        4        7        5        4        2        7        
Pavarde63509        Vardas63509         5        9        9        10       6        8        9        6        
Pavarde63510        Vardas63510         10       7        9        7        6        8        10       1        
Pavarde63511        Vardas63511         2        7        1        4        9        5        6        8        
Pavarde63512        Vardas63512         7        4        2        8        9        9        1        3        
Pavarde63513        Vardas63513         1        2        7        3        6        7        9        7        
Pavarde63514        Vardas63514         6        10       2        2        10       5        8        7        
Pavarde63515        Vardas63515         9        8        7        7        9        7        3        8        
Pavarde63516        Vardas63516         8        9        4        8        10       1        4        5        
Pavarde63517        Vardas63517         7        4        10       7        3        9        9        5        
Pavarde63518        Vardas63518         5        8        4        7        7        2        3        5        
Pavarde63519        Vardas63519         10       2        8        10       5        2        2        2        
Pavarde63520        Vardas63520         9        6        5        9        3        9        10       4        
Pavarde63521        Vardas63521         4        8        9        10       8        9        8        9        
Pavarde63522        Vardas63522         10       7        6        10       4        7        7        4        
Pavarde63523        Vardas63523         5        2        4        6        4        8        8        10       
Pavarde63524        Vardas63524         6        3        4        4        8        1        9        2        
Pavarde63525        Vardas63525         8        6        6        3        10       9        6        5        
Pavarde63526        Vardas63526         9        5        4        5        2        2        3        7        
Pavarde63527        Vardas63527         5        1        8        4        10       4        3        3        
Pavarde63528        Vardas63528         5        8        8        9        1        6        2        1        
Pavarde63529        Vardas63529         4        9        10       7        5        3        8        8        
Pavarde63530        Vardas63530         1        6        10       2        9        8        10       10       
Pavarde63531        Vardas63531         6        2        5        9        8        3        9        7        
Pavarde63532        Vardas63532         7        4        10       1        5        7        10       8        
Pavarde63533        Vardas63533         4        3        1        6        8        9        10       2        
Pavarde63534        Vardas63534         4        8        4        2        6        3        7        3        
Pavarde63535        Vardas63535         4        1        5        2        7        5        8        1        
Pavarde63536        Vardas63536         7        9        10       6        3        4        4        4        
Pavarde63537        Vardas63537         10       5        9        8        6        5        6        9        
Pavarde63538        Vardas63538         3        7        8        4        10       4        7        2        
Pavarde63539        Vardas63539         2        1        9        10       7        8        9        8        
Pavarde63540        Vardas63540         7        9        7        5        7        1        3        4        
Pavarde63541        Vardas63541         10       6        10       2        1        3        2        2        
Pavarde63542        Vardas63542         9        1        4        8        8        10       8        9        
Pavarde63543        Vardas63543         2        1        7        7        4        6        6        4        
Pavarde63544        Vardas63544         7        3        9        2        1        9        2        1        
Pavarde63545        Vardas63545         8        3        4        8        6        10       6        8        
Pavarde63546        Vardas63546         10       2        4        5        4        2        1        3        
Pavarde63547        Vardas63547         2        6        10       6        5        1        10       10       
Pavarde63548        Vardas63548         7        8        8        6        5        1        8        4        
Pavarde63549        Vardas63549         4        3        7        5        10       1        10       6        
Pavarde63550        Vardas63550         9        6        1        3        8        10       1        3        
Pavarde63551        Vardas63551         8        4        3        9        5        5        8        5        
Pavarde63552        Vardas63552         3        6        8        5        3        7        3        1        
Pavarde63553        Vardas63553         6        7        8        7        10       4        9        5        
Pavarde63554        Vardas63554         6        10       7        9        3        10       1        1        
Pavarde63555        Vardas63555         8        4        3        10       9        2        6        6        
Pavarde63556        Vardas63556         4        7        4        9        7        2        4        1        
Pavarde63557        Vardas63557         1        3        1        2        5        8        6        10       
Pavarde63558        Vardas63558         7        1        7        1        8        10       1        6        
Pavarde63559        Vardas63559         5        7        9        7        4        1        8        6        
Pavarde63560        Vardas63560         5        6        5        8        6        7        6        4        
Pavarde63561        Vardas63561         6        9        7        9        7        8        2        4        
Pavarde63562        Vardas63562         5        3        2        4        7        8        8        9        
Pavarde63563        Vardas63563         9        8        9        6        10       10       1        5        
Pavarde63564        Vardas63564         5        6        9        8        10       8        3        10       
Pavarde63565        Vardas63565         1        7        1        1        1        2        3        9        
Pavarde63566        Vardas63566         9        1        1        8        8        10       10       7        
Pavarde63567        Vardas63567         7        3        7        5        8        6        4        8        
Pavarde63568        Vardas63568         2        6        5        8        7        2        7        10       
Pavarde63569        Vardas63569         5        7        9        7        6        6        1        2        
Pavarde63570        Vardas63570         10       4        1        8        8        4        1        4        
Pavarde63571        Vardas63571         9        4        6        10       3        10       4        8        
Pavarde63572        Vardas63572         9        7        5        4        4        10       5        10       
Pavarde63573        Vardas63573         4        5        2        4        1        10       9        7        
Pavarde63574        Vardas63574         6        8        8        7        6        10       1        4        
Pavarde63575        Vardas63575         9        7        4        9        3        4        7        9        
Pavarde63576        Vardas63576         6        9        2        4        6        5        3        7        
Pavarde63577        Vardas63577         7        3        8        9        5        5        9        8        
Pavarde63578        Vardas63578         3        10       4        1        4        8        6        10       
Pavarde63579        Vardas63579         2        2        3        5        4        3        6        3        
Pavarde63580        Vardas63580         2        7        5        7        7        10       10       3        
Pavarde63581        Vardas63581         2        5        3        3        6        5        8        10       
Pavarde63582        Vardas63582         6        3        2        10       3        5        1        3        
Pavarde63583        Vardas63583         10       10       3        2        8        3        6        5        
Pavarde63584        Vardas63584         7        6        9        8        7        1        3        6        
Pavarde63585        Vardas63585         7        5        7        2        4        1        8        8        
Pavarde63586        Vardas63586         10       6        9        6        1        6        8        2        
Pavarde63587        Vardas63587         5        10       5        9        8        9        5        10       
Pavarde63588        Vardas63588         4        2        10       4        9        10       1        10       
Pavarde63589        Vardas63589         1        7        5        3        7        6        10       6        
Pavarde63590        Vardas63590         1        5        5        4        8        5        2        2        
Pavarde63591        Vardas63591         2        3        8        9        2        10       7        5        
Pavarde63592        Vardas63592         5        1        9        8        7        4        8        1        
Pavarde63593        Vardas63593         2        4        3        3        9        4        5        7        
Pavarde63594        Vardas63594         5        8        8        3        3        8        5        1        
Pavarde63595        Vardas63595         6        10       1        9        8        9        4        10       
Pavarde63596        Vardas63596         7        6        3        7        3        8        8        6        
Pavarde63597        Vardas63597         6        9        8        9        7        7        3        2        
Pavarde63598        Vardas63598         3        10       1        5        5        5        8        4        
Pavarde63599        Vardas63599         7        7        10       8        1        2        6        10       
Pavarde63600        Vardas63600         6        8        3        3        1        9        9        7        
Pavarde63601        Vardas63601         9        1        9        7        6        2        8        10       
Pavarde63602        Vardas63602         9        1        5        10       6        7        6        2        
Pavarde63603        Vardas63603         8        6        4        7        8        8        2        8        
