Pavarde             Vardas              Nd1      Nd2      Nd3      Nd4      Nd5      Nd6      Nd7      Egz      
Pavarde3788         Vardas3788          9        1        7        7        5        3        5        3        
Pavarde3789         Vardas3789          3        2        7        7        6        3        9        4        
Pavarde3790         Vardas3790          3        3        9        6        4        2        3        4        
Pavarde3791         Vardas3791          6        10       6        8        9        7        8        9        
Pavarde3792         Vardas3792          6        8        9        4        7        10       9        5        
Pavarde3793         Vardas3793          10       7        7        2        6        7        9        9        
Pavarde3794         Vardas3794          4        6        7        8        2        10       1        10       
Pavarde3795         Vardas3795          8        10       4        6        4        7        8        9        
Pavarde3796         Vardas3796          9        8        4        8        10       8        2        5        
Pavarde3797         Vardas3797          6        7        2        4        4        3        10       7        
Pavarde3798         Vardas3798          4        3        10       2        7        8        10       7        
Pavarde3799         Vardas3799          2        1        7        8        1        3        6        7        
Pavarde3800         Vardas3800          1        8        8        8        10       1        7        9        
Pavarde3801         Vardas3801          10       10       2        6        2        3        4        1        
Pavarde3802         Vardas3802          3        1        4        9        9        7        4        1        
Pavarde3803         Vardas3803          3        10       8        8        1        1        8        1        
Pavarde3804         Vardas3804          6        2        2        9        4        8        9        3        
Pavarde3805         Vardas3805          10       5        4        6        7        7        8        8        
Pavarde3806         Vardas3806          9        9        7        10       5        6        7        3        
Pavarde3807         Vardas3807          1        6        4        4        7        8        3        8        
Pavarde3808         Vardas3808          8        9        1        2        1        9        10       3        
Pavarde3809         Vardas3809          4        9        10       8        4        8        7        9        
Pavarde3810         Vardas3810          2        5        5        4        4        2        10       2        
Pavarde3811         Vardas3811          5        8        10       6        5        4        5        6        
Pavarde3812         Vardas3812          3        3        9        10       3        9        8        3        
Pavarde3813         Vardas3813          9        5        7        8        3        5        3        8        
Pavarde3814         Vardas3814          3        3        9        4        7        9        2        5        
Pavarde3815         Vardas3815          6        7        5        7        9        2        6        6        
Pavarde3816         Vardas3816          4        2        7        10       10       5        4        8        
Pavarde3817         Vardas3817          2        6        3        9        6        10       5        3        
Pavarde3818         Vardas3818          5        6        5        5        9        4        4        3        
Pavarde3819         Vardas3819          9        5        4        10       3        2        2        4        
Pavarde3820         Vardas3820          5        7        3        7        5        5        8        10       
Pavarde3821         Vardas3821          6        1        2        10       9        9        8        5        
Pavarde3822         Vardas3822          5        10       2        4        6        10       5        3        
Pavarde3823         Vardas3823          4        1        8        5        7        10       3        1        
Pavarde3824         Vardas3824          3        1        3        7        5        1        8        6        
Pavarde3825         Vardas3825          10       3        3        9        8        10       3        10       
Pavarde3826         Vardas3826          8        5        3        5        5        1        1        6        
Pavarde3827         Vardas3827          4        8        8        4        4        5        1        7        
Pavarde3828         Vardas3828          4        8        3        10       2        8        3        10       
Pavarde3829         Vardas3829          9        8        4        7        2        8        5        10       
Pavarde3830         Vardas3830          1        1        5        9        9        4        7        8        
Pavarde3831         Vardas3831          4        3        5        2        9        3        10       2        
Pavarde3832         Vardas3832          8        5        6        9        8        3        3        7        
Pavarde3833         Vardas3833          8        6        2        4        3        7        9        10       
Pavarde3834         Vardas3834          4        10       2        8        7        4        5        4        
Pavarde3835         Vardas3835          8        5        1        1        8        1        1        2        
Pavarde3836         Vardas3836          6        10       9        2        5        4        1        5        
Pavarde3837         Vardas3837          7        9        4        2        3        9        10       1        
Pavarde3838         Vardas3838          9        6        6        9        2        8        5        7        
Pavarde3839         Vardas3839          7        2        1        7        8        3        7        9        
Pavarde3840         Vardas3840          2        4        10       2        8        9        4        9        
Pavarde3841         Vardas3841          4        2        6        2        2        3        4        4        
Pavarde3842         Vardas3842          3        2        7        6        2        10       3        2        
Pavarde3843         Vardas3843          5        2        6        9        8        6        3        4        
Pavarde3844         Vardas3844          4        9        4        2        3        6        9        3        
Pavarde3845         Vardas3845          3        10       10       3        5        1        7        8        
Pavarde3846         Vardas3846          4        9        10       10       1        7        1        6        
Pavarde3847         Vardas3847          3        6        1        6        1        7        3        8        
Pavarde3848         Vardas3848          10       9        4        7        5        7        10       6        
Pavarde3849         Vardas3849          2        2        4        5        1        4        6        10       
Pavarde3850         Vardas3850          5        3        10       9        6        2        9        7        
Pavarde3851         Vardas3851          8        9        1        2        6        9        5        1        
Pavarde3852         Vardas3852          4        1        3        7        2        6        4        2        
Pavarde3853         Vardas3853          1        5        6        4        10       9        9        1        
Pavarde3854         Vardas3854          3        4        4        9        6        5        8        9        
Pavarde3855         Vardas3855          9        8        1        6        10       7        9        1        
Pavarde3856         Vardas3856          10       9        1        6        9        3        4        2        
Pavarde3857         Vardas3857          2        9        5        10       10       6        10       2        
Pavarde3858         Vardas3858          4        10       7        5        2        1        1        5        
Pavarde3859         Vardas3859          9        3        8        4        9        3        10       5        
Pavarde3860         Vardas3860          5        3        4        6        4        5        9        6        
Pavarde3861         Vardas3861          10       2        4        5        7        3        9        2        
Pavarde3862         Vardas3862          6        5        5        10       10       1        8        3        
Pavarde3863         Vardas3863          1        5        4        4        8        8        6        4        
Pavarde3864         Vardas3864          1        8        10       8        7        2        9        6        
Pavarde3865         Vardas3865          7        4        8        1        10       8        1        1        
Pavarde3866         Vardas3866          9        8        4        6        1        4        10       1        
Pavarde3867         Vardas3867          1        5        4        1        2        10       2        3        
Pavarde3868         Vardas3868          6        3        7        7        8        2        10       7        
Pavarde3869         Vardas3869          7        8        5        7        6        3        5        3        
Pavarde3870         Vardas3870          8        5        1        1        4        4        5        3        
Pavarde3871         Vardas3871          3        1        5        8        9        1        3        5        
Pavarde3872         Vardas3872          8        9        2        2        10       8        9        5        
Pavarde3873         Vardas3873          1        1        1        6        5        4        8        9        
Pavarde3874         Vardas3874          2        9        9        1        3        9        1        3        
Pavarde3875         Vardas3875          6        8        8        1        3        9        1        10       
Pavarde3876         Vardas3876          7        6        8        10       4        9        3        6        
Pavarde3877         Vardas3877          1        8        8        10       2        1        9        1        
Pavarde3878         Vardas3878          2        8        10       1        7        2        10       1        
Pavarde3879         Vardas3879          5        8        9        2        9        9        6        4        
Pavarde3880         Vardas3880          5        8        6        1        2        6        3        5        
Pavarde3881         Vardas3881          7        9        5        10       3        6        3        8        
Pavarde3882         Vardas3882          7        10       10       7        10       10       7        2        
Pavarde3883         Vardas3883          2        4        9        9        10       8        5        3        
Pavarde3884         Vardas3884          10       7        9        7        9        1        3        5        
Pavarde3885         Vardas3885          3        2        1        4        1        10       10       6        
Pavarde3886         Vardas3886          5        2        4        9        1        8        5        4        
Pavarde3887         Vardas3887          8        3        9        8        9        6        10       4        
Pavarde3888         Vardas3888          4        5        6        9        5        6        3        3        
Pavarde3889         Vardas3889          8        8        9        9        2        7        2        6        
Pavarde3890         Vardas3890          8        10       1        9        8        6        10       3        
Pavarde3891         Vardas3891          2        9        3        7        10       8        1        3        
Pavarde3892         Vardas3892          9        10       6        4        3        2        8        8        
Pavarde3893         Vardas3893          6        9        7        10       2        1        9        8        
Pavarde3894         Vardas3894          8        10       3        1        9        1        2        5        
Pavarde3895         Vardas3895          7        7        10       4        5        1        2        1        
Pavarde3896         Vardas3896          7        3        2        2        5        3        2        7        
Pavarde3897         Vardas3897          3        6        2        7        7        5        8        7        
Pavarde3898         Vardas3898          5        2        2        2        1        1        8        6        
Pavarde3899         Vardas3899          10       10       4        5        1        6        9        2        
Pavarde3900         Vardas3900          6        6        2        10       9        5        1        7        
Pavarde3901         Vardas3901          2        6        9        5        4        7        8        4        
Pavarde3902         Vardas3902          3        7        7        5        6        8        1        4        
Pavarde3903         Vardas3903          7        6        5        2        7        6        6        6        
Pavarde3904         Vardas3904          8        1        6        5        10       5        5        4        
Pavarde3905         Vardas3905          2        4        1        5        7        9        3        7        
Pavarde3906         Vardas3906          10       3        3        9        3        2        6        3        
Pavarde3907         Vardas3907          5        9        10       7        4        3        1        1        
Pavarde3908         Vardas3908          5        6        4        1        10       6        4        1        
Pavarde3909         Vardas3909          8        1        5        7        10       7        10       6        
Pavarde3910         Vardas3910          1        1        4        7        3        4        3        10       
Pavarde3911         Vardas3911          10       6        9        1        6        3        5        3        
Pavarde3912         Vardas3912          10       4        5        1        9        8        1        2        
Pavarde3913         Vardas3913          2        5        1        1        1        6        1        8        
Pavarde3914         Vardas3914          5        8        3        2        8        2        6        4        
Pavarde3915         Vardas3915          3        7        2        6        9        8        6        6        
Pavarde3916         Vardas3916          5        5        6        6        1        7        5        1        
Pavarde3917         Vardas3917          3        8        7        8        2        1        10       4        
Pavarde3918         Vardas3918          5        4        8        5        6        1        8        4        
Pavarde3919         Vardas3919          7        10       8        2        8        4        10       1        
Pavarde3920         Vardas3920          5        9        7        3        10       8        8        2        
Pavarde3921         Vardas3921          5        2        6        3        1        7        6        6        
Pavarde3922         Vardas3922          3        1        2        9        2        4        1        7        
Pavarde3923         Vardas3923          2        9        10       4        4        3        2        6        
Pavarde3924         Vardas3924          6        4        2        8        8        9        2        9        
Pavarde3925         Vardas3925          8        5        6        5        10       7        9        9        
Pavarde3926         Vardas3926          9        3        7        5        2        6        6        5        
Pavarde3927         Vardas3927          9        6        5        7        2        3        2        3        
Pavarde3928         Vardas3928          1        1        4        8        3        10       2        4        
Pavarde3929         Vardas3929          9        6        3        6        4        6        7        6        
Pavarde3930         Vardas3930          5        7        2        10       10       10       10       3        
Pavarde3931         Vardas3931          3        8        4        10       8        5        4        7        
Pavarde3932         Vardas3932          7        3        9        4        2        4        2        8        
Pavarde3933         Vardas3933          5        7        3        6        6        3        3        9        
Pavarde3934         Vardas3934          1        4        9        2        9        4        8        1        
Pavarde3935         Vardas3935          6        4        4        5        9        3        9        7        
Pavarde3936         Vardas3936          2        8        2        9        2        3        10       3        
Pavarde3937         Vardas3937          2        5        9        7        10       4        2        4        
Pavarde3938         Vardas3938          5        1        7        1        3        2        2        2        
Pavarde3939         Vardas3939          9        2        5        4        6        3        10       7        
Pavarde3940         Vardas3940          7        5        8        7        3        9        2        3        
Pavarde3941         Vardas3941          3        5        4        5        5        1        6        8        
Pavarde3942         Vardas3942          10       2        1        7        4        6        10       6        
Pavarde3943         Vardas3943          3        6        3        8        1        6        10       4        
Pavarde3944         Vardas3944          7        10       8        8        3        9        10       8        
Pavarde3945         Vardas3945          9        1        2        6        4        4        2        8        
Pavarde3946         Vardas3946          8        1        10       2        7        5        1        2        
Pavarde3947         Vardas3947          5        2        8        8        6        7        3        2        
Pavarde3948         Vardas3948          7        7        8        7        6        3        6        5        
Pavarde3949         Vardas3949          4        3        7        7        4        2        4        4        
Pavarde3950         Vardas3950          3        2        6        2        10       5        8        5        
Pavarde3951         Vardas3951          2        3        10       8        8        4        2        3        
Pavarde3952         Vardas3952          4        5        5        1        8        7        3        7        
Pavarde3953         Vardas3953          3        2        8        10       7        2        9        2        
Pavarde3954         Vardas3954          2        8        4        2        8        4        4        6        
Pavarde3955         Vardas3955          4        6        10       1        3        6        10       6        
Pavarde3956         Vardas3956          9        6        3        4        2        10       1        4        
Pavarde3957         Vardas3957          7        7        10       6        4        6        3        3        
Pavarde3958         Vardas3958          2        3        2        8        5        7        8        6        
Pavarde3959         Vardas3959          7        8        7        8        2        5        1        8        
Pavarde3960         Vardas3960          9        10       1        3        2        5        6        5        
Pavarde3961         Vardas3961          9        4        8        6        1        5        3        2        
Pavarde3962         Vardas3962          7        3        2        5        3        9        3        2        
Pavarde3963         Vardas3963          4        2        2        5        7        6        1        4        
Pavarde3964         Vardas3964          10       9        6        4        8        1        10       3        
Pavarde3965         Vardas3965          4        2        6        6        4        8        1        3        
Pavarde3966         Vardas3966          6        3        9        7        5        2        9        5        
Pavarde3967         Vardas3967          2        10       5        5        8        9        9        10       
Pavarde3968         Vardas3968          4        1        9        5        3        10       10       6        
Pavarde3969         Vardas3969          2        9        7        6        6        10       2        6        
Pavarde3970         Vardas3970          5        9        9        8        3        5        10       2        
Pavarde3971         Vardas3971          9        6        10       1        7        10       7        4        
Pavarde3972         Vardas3972          4        10       4        8        7        6        8        7        
Pavarde3973         Vardas3973          6        1        1        1        9        3        9        4        
Pavarde3974         Vardas3974          9        5        9        5        10       6        7        5        
Pavarde3975         Vardas3975          2        4        2        5        7        7        10       7        
Pavarde3976         Vardas3976          2        3        1        8        1        4        2        7        
Pavarde3977         Vardas3977          3        8        4        7        4        1        1        8        
Pavarde3978         Vardas3978          9        4        10       1        6        10       6        9        
Pavarde3979         Vardas3979          1        8        4        10       10       9        9        2        
Pavarde3980         Vardas3980          8        10       10       8        6        3        6        4        
Pavarde3981         Vardas3981          5        10       7        3        10       2        6        4        
Pavarde3982         Vardas3982          8        10       7        6        8        1        7        7        
Pavarde3983         Vardas3983          8        3        6        8        6        8        1        2        
Pavarde3984         Vardas3984          10       5        5        8        1        4        5        5        
Pavarde3985         Vardas3985          4        8        10       6        10       5        4        1        
Pavarde3986         Vardas3986          10       4        8        6        2        5        2        8        
Pavarde3987         Vardas3987          7        9        6        6        9        10       10       7        
Pavarde3988         Vardas3988          4        5        6        5        5        6        4        8        
Pavarde3989         Vardas3989          8        3        4        3        5        6        1        2        
Pavarde3990         Vardas3990          10       3        2        9        10       6        4        2        
Pavarde3991         Vardas3991          3        9        9        1        2        7        6        7        
Pavarde3992         Vardas3992          10       9        5        4        4        6        6        10       
Pavarde3993         Vardas3993          7        10       4        6        9        2        8        1        
Pavarde3994         Vardas3994          4        8        9        4        10       10       6        3        
Pavarde3995         Vardas3995          6        5        7        5        3        8        1        2        
Pavarde3996         Vardas3996          6        5        10       2        6        9        10       2        
Pavarde3997         Vardas3997          1        4        1        2        10       3        1        3        
Pavarde3998         Vardas3998          6        9        1        10       2        8        8        1        
Pavarde3999         Vardas3999          8        10       8        8        2        8        2        5        
Pavarde4000         Vardas4000          8        8        3        3        6        6        4        9        
Pavarde4001         Vardas4001          9        9        6        1        6        6        2        4        
Pavarde4002         Vardas4002          4        2        8        8        7        4        10       10       
Pavarde4003         Vardas4003          10       5        3        2        10       8        5        1        
Pavarde4004         Vardas4004          1        4        8        9        9        7        4        10       
Pavarde4005         Vardas4005          1        5        10       6        10       6        6        8        
Pavarde4006         Vardas4006          7        3        6        2        2        4        10       2        
Pavarde4007         Vardas4007          8        4        8        7        1        6        7        10       
Pavarde4008         Vardas4008          5        9        3        5        3        2        5        1        
Pavarde4009         Vardas4009          5        10       9        3        5        7        2        7        
Pavarde4010         Vardas4010          2        10       5        2        6        3        9        4        
Pavarde4011         Vardas4011          10       10       6        1        4        3        1        9        
Pavarde4012         Vardas4012          9        1        2        1        6        6        10       2        
Pavarde4013         Vardas4013          1        5        3        6        7        7        3        5        
Pavarde4014         Vardas4014          4        10       3        1        9        3        2        4        
Pavarde4015         Vardas4015          7        2        7        7        2        7        8        10       
Pavarde4016         Vardas4016          2        2        8        3        7        5        6        8        
Pavarde4017         Vardas4017          10       1        3        9        2        4        5        2        
Pavarde4018         Vardas4018          10       10       5        2        8        3        5        7        
Pavarde4019         Vardas4019          1        8        3        2        10       8        2        5        
Pavarde4020         Vardas4020          3        4        2        2        3        2        8        8        
Pavarde4021         Vardas4021          6        8        7        3        1        9        7        5        
Pavarde4022         Vardas4022          5        2        4        4        4        5        2        6        
Pavarde4023         Vardas4023          6        7        1        7        7        10       9        10       
Pavarde4024         Vardas4024          1        6        8        3        4        9        6        6        
Pavarde4025         Vardas4025          6        6        2        3        9        9        3        10       
Pavarde4026         Vardas4026          5        4        1        2        1        1        1        6        
Pavarde4027         Vardas4027          7        9        1        6        8        2        6        7        
Pavarde4028         Vardas4028          1        10       10       4        8        1        4        9        
Pavarde4029         Vardas4029          1        8        2        10       6        10       4        10       
Pavarde4030         Vardas4030          2        5        4        9        6        6        9        6        
Pavarde4031         Vardas4031          6        1        7        5        5        3        4        3        
Pavarde4032         Vardas4032          1        9        4        6        7        5        5        4        
Pavarde4033         Vardas4033          8        6        1        7        8        5        6        5        
Pavarde4034         Vardas4034          10       2        6        9        9        8        8        7        
Pavarde4035         Vardas4035          7        9        7        10       1        7        4        2        
Pavarde4036         Vardas4036          5        1        9        7        9        4        2        4        
Pavarde4037         Vardas4037          4        3        4        6        2        4        2        10       
Pavarde4038         Vardas4038          5        3        2        10       4        8        2        10       
Pavarde4039         Vardas4039          2        5        4        3        7        1        10       4        
Pavarde4040         Vardas4040          7        1        8        9        10       5        8        6        
Pavarde4041         Vardas4041          6        4        5        9        9        9        10       3        
Pavarde4042         Vardas4042          8        9        7        4        1        8        9        8        
Pavarde4043         Vardas4043          6        5        2        2        4        7        7        4        
Pavarde4044         Vardas4044          2        8        5        9        10       8        10       2        
Pavarde4045         Vardas4045          7        5        2        1        5        7        8        1        
Pavarde4046         Vardas4046          4        7        1        9        9        9        2        10       
Pavarde4047         Vardas4047          4        4        8        5        3        1        2        1        
Pavarde4048         Vardas4048          5        2        1        5        5        1        4        3        
Pavarde4049         Vardas4049          3        10       10       2        2        5        2        4        
Pavarde4050         Vardas4050          2        9        9        4        3        6        5        4        
Pavarde4051         Vardas4051          2        1        7        8        1        3        2        8        
Pavarde4052         Vardas4052          4        3        5        8        8        5        7        6        
Pavarde4053         Vardas4053          10       7        5        3        3        8        2        6        
Pavarde4054         Vardas4054          4        8        10       1        9        2        8        7        
Pavarde4055         Vardas4055          1        2        7        8        5        3        2        9        
Pavarde4056         Vardas4056          3        3        5        7        8        9        3        1        
Pavarde4057         Vardas4057          6        4        9        2        2        2        4        5        
Pavarde4058         Vardas4058          4        10       8        1        7        5        5        2        
Pavarde4059         Vardas4059          9        8        6        2        3        4        8        6        
Pavarde4060         Vardas4060          9        8        6        4        6        8        4        8        
Pavarde4061         Vardas4061          6        3        1        6        1        6        5        6        
Pavarde4062         Vardas4062          1        10       9        3        7        6        9        2        
Pavarde4063         Vardas4063          4        5        9        1        2        10       5        9        
Pavarde4064         Vardas4064          10       9        5        9        2        7        6        3        
Pavarde4065         Vardas4065          2        5        10       1        7        8        3        6        
Pavarde4066         Vardas4066          8        3        5        1        4        3        7        6        
Pavarde4067         Vardas4067          5        9        9        3        1        3        7        10       
Pavarde4068         Vardas4068          9        9        8        1        3        5        2        7        
Pavarde4069         Vardas4069          4        5        8        8        2        3        5        7        
Pavarde4070         Vardas4070          8        6        5        2        9        3        5        10       
Pavarde4071         Vardas4071          2        4        9        5        3        1        6        3        
Pavarde4072         Vardas4072          7        8        1        6        3        8        8        9        
Pavarde4073         Vardas4073          8        8        9        6        10       2        7        1        
Pavarde4074         Vardas4074          9        1        1        2        8        7        9        7        
Pavarde4075         Vardas4075          4        9        7        3        5        8        3        9        
Pavarde4076         Vardas4076          2        5        2        1        8        9        7        2        
Pavarde4077         Vardas4077          8        2        10       8        3        10       1        10       
Pavarde4078         Vardas4078          8        9        8        2        5        7        4        3        
Pavarde4079         Vardas4079          5        8        2        7        9        3        1        10       
Pavarde4080         Vardas4080          5        10       9        3        4        1        9        7        
Pavarde4081         Vardas4081          4        6        2        8        4        4        6        6        
Pavarde4082         Vardas4082          6        9        2        1        3        9        4        2        
Pavarde4083         Vardas4083          9        9        8        5        2        9        1        8        
Pavarde4084         Vardas4084          6        9        9        7        5        10       1        7        
Pavarde4085         Vardas4085          8        6        2        8        1        2        8        4        
Pavarde4086         Vardas4086          4        8        2        7        2        3        8        10       
Pavarde4087         Vardas4087          5        3        4        3        8        3        8        4        
Pavarde4088         Vardas4088          10       2        2        5        5        6        6        1        
Pavarde4089         Vardas4089          3        2        3        3        5        9        1        1        
Pavarde4090         Vardas4090          4        6        9        6        7        5        3        8        
Pavarde4091         Vardas4091          9        5        6        7        3        3        3        2        
Pavarde4092         Vardas4092          9        5        10       9        1        6        5        10       
Pavarde4093         Vardas4093          1        2        5        5        1        4        2        3        
Pavarde4094         Vardas4094          6        7        1        9        1        9        9        10       
Pavarde4095         Vardas4095          7        3        2        8        3        3        1        8        
Pavarde4096         Vardas4096          2        7        7        5        3        8        5        1        
Pavarde4097         Vardas4097          8        5        4        4        2        2        5        2        
Pavarde4098         Vardas4098          9        2        8        2        10       10       2        8        
Pavarde4099         Vardas4099          3        7        3        9        8        9        8        1        
Pavarde4100         Vardas4100          4        6        8        2        5        10       7        5        
Pavarde4101         Vardas4101          9        9        10       9        9        3        7        3        
Pavarde4102         Vardas4102          6        9        5        8        3        3        7        1        
Pavarde4103         Vardas4103          3        1        2        2        2        5        8        4        
Pavarde4104         Vardas4104          9        6        4        2        2        6        10       6        
Pavarde4105         Vardas4105          5        6        4        8        9        3        4        3        
Pavarde4106         Vardas4106          1        3        8        4        5        4        2        7        
Pavarde4107         Vardas4107          6        4        3        10       10       10       2        10       
Pavarde4108         Vardas4108          2        5        9        3        7        3        5        8        
Pavarde4109         Vardas4109          1        5        2        5        10       4        1        10       
Pavarde4110         Vardas4110          3        2        1        8        7        1        3        8        
Pavarde4111         Vardas4111          10       2        4        3        10       1        7        7        
Pavarde4112         Vardas4112          7        8        1        9        3        7        6        4        
Pavarde4113         Vardas4113          5        6        7        7        6        6        6        3        
Pavarde4114         Vardas4114          2        1        10       10       1        4        9        3        
Pavarde4115         Vardas4115          5        2        1        4        3        2        10       10       
Pavarde4116         Vardas4116          2        7        8        4        9        5        1        4        
Pavarde4117         Vardas4117          6        8        10       5        10       6        6        4        
Pavarde4118         Vardas4118          1        9        9        2        4        2        10       10       
Pavarde4119         Vardas4119          2        10       9        2        6        10       9        8        
Pavarde4120         Vardas4120          3        8        7        5        2        7        2        7        
Pavarde4121         Vardas4121          6        8        1        10       1        3        4        10       
Pavarde4122         Vardas4122          5        9        6        5        4        7        8        8        
Pavarde4123         Vardas4123          2        8        10       10       3        7        8        5        
Pavarde4124         Vardas4124          10       5        1        8        8        8        1        6        
Pavarde4125         Vardas4125          2        8        5        1        8        4        3        10       
Pavarde4126         Vardas4126          7        9        6        5        9        4        8        3        
Pavarde4127         Vardas4127          7        3        3        1        4        2        9        7        
Pavarde4128         Vardas4128          6        8        10       4        6        9        9        9        
Pavarde4129         Vardas4129          9        5        2        2        9        2        4        6        
Pavarde4130         Vardas4130          10       4        8        3        8        5        6        3        
Pavarde4131         Vardas4131          2        4        10       3        6        10       9        7        
Pavarde4132         Vardas4132          9        10       3        3        8        6        4        5        
Pavarde4133         Vardas4133          9        7        10       3        10       4        10       2        
Pavarde4134         Vardas4134          5        9        2        10       1        1        3        10       
Pavarde4135         Vardas4135          2        3        5        2        10       4        10       7        
Pavarde4136         Vardas4136          3        2        7        10       6        6        2        10       
Pavarde4137         Vardas4137          8        5        6        10       4        9        10       2        
Pavarde4138         Vardas4138          4        6        8        6        3        3        3        5        
Pavarde4139         Vardas4139          7        6        1        3        9        4        10       5        
Pavarde4140         Vardas4140          1        9        5        2        4        1        3        1        
Pavarde4141         Vardas4141          7        3        10       6        5        9        9        1        
Pavarde4142         Vardas4142          10       3        8        5        7        7        10       1        
Pavarde4143         Vardas4143          8        2        4        6        8        8        2        4        
Pavarde4144         Vardas4144          7        3        10       6        7        8        2        9        
Pavarde4145         Vardas4145          10       5        2        9        10       3        4        1        
Pavarde4146         Vardas4146          8        5        7        5        9        10       3        10       
Pavarde4147         Vardas4147          2        10       4        10       5        1        3        6        
Pavarde4148         Vardas4148          3        9        1        3        7        1        6        1        
Pavarde4149         Vardas4149          3        9        1        8        10       7        4        2        
Pavarde4150         Vardas4150          3        9        5        3        1        5        4        9        
Pavarde4151         Vardas4151          6        5        7        9        4        2        4        9        
Pavarde4152         Vardas4152          1        2        5        10       6        4        7        3        
Pavarde4153         Vardas4153          8        8        9        7        4        8        2        2        
Pavarde4154         Vardas4154          10       2        7        7        7        1        8        8        
Pavarde4155         Vardas4155          8        10       6        10       7        10       6        6        
Pavarde4156         Vardas4156          7        7        1        7        7        6        9        8        
Pavarde4157         Vardas4157          2        6        5        6        9        9        1        7        
Pavarde4158         Vardas4158          6        4        9        9        10       1        5        6        
Pavarde4159         Vardas4159          2        8        1        7        10       1        10       3        
Pavarde4160         Vardas4160          3        10       6        3        4        5        7        2        
Pavarde4161         Vardas4161          1        5        9        5        6        5        8        6        
Pavarde4162         Vardas4162          2        7        6        4        1        6        7        9        
Pavarde4163         Vardas4163          4        2        3        1        10       3        1        5        
Pavarde4164         Vardas4164          3        9        7        3        3        7        4        1        
Pavarde4165         Vardas4165          1        2        5        3        10       2        8        2        
Pavarde4166         Vardas4166          9        10       4        2        1        3        5        5        
Pavarde4167         Vardas4167          4        3        1        8        4        5        1        3        
Pavarde4168         Vardas4168          10       1        6        4        10       2        5        6        
Pavarde4169         Vardas4169          8        3        4        4        3        5        10       8        
Pavarde4170         Vardas4170          1        4        4        3        2        9        5        4        
Pavarde4171         Vardas4171          4        8        10       6        1        8        4        5        
Pavarde4172         Vardas4172          4        9        3        5        3        6        8        8        
Pavarde4173         Vardas4173          6        2        7        4        9        4        6        9        
Pavarde4174         Vardas4174          5        4        3        4        8        5        8        7        
Pavarde4175         Vardas4175          9        6        8        3        2        4        5        8        
Pavarde4176         Vardas4176          4        8        8        10       3        7        3        8        
Pavarde4177         Vardas4177          8        9        10       6        1        10       3        7        
Pavarde4178         Vardas4178          6        3        2        10       4        8        10       2        
Pavarde4179         Vardas4179          9        1        7        8        5        1        6        7        
Pavarde4180         Vardas4180          9        10       9        5        9        6        4        8        
Pavarde4181         Vardas4181          5        7        7        10       3        5        3        4        
Pavarde4182         Vardas4182          5        6        3        1        10       7        9        7        
Pavarde4183         Vardas4183          8        3        9        1        7        7        10       2        
Pavarde4184         Vardas4184          1        1        2        8        8        6        3        3        
Pavarde4185         Vardas4185          10       1        5        1        5        7        5        6        
Pavarde4186         Vardas4186          4        10       5        5        1        3        5        5        
